Property Category,Price (Per Annum),Location,Scraped_At
3 bedroom flat / apartment for rent,"₦15,000,000","Katampe, Abuja",2026-06-01 11:08:37
4 bedroom semi-detached duplex for rent,"₦40,000,000","Maitama District, Abuja",2026-06-01 11:08:37
3 bedroom flat / apartment for rent,"₦7,500,000","Jahi After Aduvei International School, Jahi, Abuja",2026-06-01 11:08:37
4 bedroom terraced duplex for rent,"₦15,000,000","B&h City, Paradise-ochacho Road, Life Camp, Abuja",2026-06-01 11:08:37
Self contain (single rooms) for rent,"₦1,000,000","Off Gilbert Chikelu Crescent, Guzape District, Abuja",2026-06-01 11:08:37
3 bedroom semi-detached duplex for rent,"₦10,000,000","Apo, Abuja",2026-06-01 11:08:37
3 bedroom flat / apartment for rent,"₦9,000,000","Katampe (Main), Katampe, Abuja",2026-06-01 11:08:37
3 bedroom flat / apartment for rent,"₦12,500,000","By Vio, Mabushi, Abuja",2026-06-01 11:08:37
3 bedroom flat / apartment for rent,"₦8,000,000","Jahi, Abuja",2026-06-01 11:08:37
3 bedroom semi-detached duplex for rent,"₦12,000,000","Apo, Abuja",2026-06-01 11:08:37
3 bedroom flat / apartment for rent,"₦8,000,000","Mabushi, Abuja",2026-06-01 11:08:37
1 bedroom mini flat (room and parlour) for rent,"₦2,000,000","Nelox Estate  By Pyakassa Road Along Redeem Estate/diamond Estate, Pyakasa, Lugbe District, Abuja",2026-06-01 11:08:37
4 bedroom terraced duplex for rent,"₦12,000,000","Main, Wuye, Abuja",2026-06-01 11:08:37
Office space for rent,"₦7,000,000","Coza, Guzape District, Abuja",2026-06-01 11:08:37
4 bedroom terraced duplex for rent,"₦20,000,000","Gilmore, Jahi, Abuja",2026-06-01 11:08:37
2 bedroom flat / apartment for rent,"₦4,500,000","Jahi By Aduvei School, Jahi, Abuja",2026-06-01 11:08:37
4 bedroom terraced duplex for rent,"₦13,500,000","Wuye Main, Wuye, Abuja",2026-06-01 11:08:37
4 bedroom terraced duplex for rent,"₦20,000,000","By Zartech Supermarket, Wuye, Abuja",2026-06-01 11:08:37
4 bedroom detached duplex for rent,"₦10,000,000","Nelox Estate  By Pyakassa Rd Along Redeem Estate/diamond Est, Pyakasa, Lugbe District, Abuja",2026-06-01 11:08:37
4 bedroom terraced duplex for rent,"₦20,000,000","Jahi, Abuja",2026-06-01 11:08:37
1 bedroom flat / apartment for rent,"₦9,000,000","Maitama District, Abuja",2026-06-01 11:08:44
4 bedroom detached bungalow for rent,"₦15,000,000","Garki, Abuja",2026-06-01 11:08:44
6 bedroom detached duplex for rent,"₦500,000,000","Asokoro District, Abuja",2026-06-01 11:08:44
2 bedroom flat / apartment for rent,"₦4,000,000","News Engineering, Dawaki, Gwarinpa, Abuja",2026-06-01 11:08:44
Commercial land for rent,"₦30,000,000","By Jabi Garage(tarred Rd, Jabi, Abuja",2026-06-01 11:08:44
2 bedroom flat / apartment for rent,"₦6,500,000","Wuye, Wuye, Abuja",2026-06-01 11:08:44
3 bedroom flat / apartment for rent,"₦7,000,000","Gimbya, Area 11, Garki, Abuja",2026-06-01 11:08:44
4 bedroom terraced duplex for rent,"$50,000","Asokoro District, Abuja",2026-06-01 11:08:44
5 bedroom detached duplex for rent,"₦30,000,000","Guzape District, Abuja",2026-06-01 11:08:44
4 bedroom flat / apartment for rent,"₦20,000,000","Guzape District, Abuja",2026-06-01 11:08:44
4 bedroom terraced duplex for rent,"₦10,000,000","Apo Legislative Qtr,( Zone A) Tarred Rd, Garki, Abuja",2026-06-01 11:08:44
2 bedroom flat / apartment for rent,"₦15,000,000","Asokoro District, Abuja",2026-06-01 11:08:44
3 bedroom house for rent,"₦10,000,000","Apo, Abuja",2026-06-01 11:08:44
4 bedroom terraced duplex for rent,"₦15,000,000","Guzape District, Abuja",2026-06-01 11:08:44
4 bedroom house for rent,"₦180,000,000","Area 11, Garki, Abuja",2026-06-01 11:08:44
Office space for rent,"₦250,000,000","Area 2, Garki, Abuja",2026-06-01 11:08:44
1 bedroom mini flat (room and parlour) for rent,"₦2,500,000","Gwarinpa, Abuja",2026-06-01 11:08:44
4 bedroom detached duplex for rent,"₦10,000,000","Main Gwarimpa, Gwarinpa, Abuja",2026-06-01 11:08:44
5 bedroom detached duplex for rent,"₦30,000,000","Main Mabushi, Mabushi, Abuja",2026-06-01 11:08:44
5 bedroom semi-detached duplex for rent,"₦30,000,000","By Wuye Police Station, Wuye, Abuja",2026-06-01 11:08:44
1 bedroom mini flat (room and parlour) for rent,"₦4,000,000","Katampe (Main), Katampe, Abuja",2026-06-01 11:08:44
1 bedroom flat / apartment for rent,"₦9,000,000","Maitama District, Abuja",2026-06-01 11:08:51
4 bedroom semi-detached duplex for rent,"₦13,000,000","Kado, Abuja",2026-06-01 11:08:51
4 bedroom terraced duplex for rent,"₦23,000,000","Diplomatic Zone, Katampe Extension, Katampe, Abuja",2026-06-01 11:08:51
3 bedroom flat / apartment for rent,"₦9,000,000","Aso Radio, Katampe, Abuja",2026-06-01 11:08:51
Office space for rent,"₦180,000,000","Wuse 2, Abuja",2026-06-01 11:08:51
3 bedroom flat / apartment for rent,"₦9,000,000","By Aso Radio., Katampe (Main), Katampe, Abuja",2026-06-01 11:08:51
3 bedroom detached bungalow for rent,"₦5,500,000","Ado Street, Galadimawa, Abuja",2026-06-01 11:08:51
1 bedroom detached bungalow for rent,"₦1,800,000","111a Gold Street, Kaura, Abuja",2026-06-01 11:08:51
1 bedroom detached bungalow for rent,"₦2,000,000","Hilda Bacy Street, Galadimawa, Abuja",2026-06-01 11:08:51
2 bedroom flat / apartment for rent,"₦7,000,000","Grace Court, Katampe (Main), Katampe, Abuja",2026-06-01 11:08:51
4 bedroom terraced duplex for rent,"₦15,000,000","Katampe (Main), Katampe, Abuja",2026-06-01 11:08:51
28 bedroom terraced duplex for rent,"₦252,000,000","Gudu, Abuja",2026-06-01 11:08:51
2 bedroom terraced duplex for rent,"₦7,000,000","Katampe Main Behind Aso Radio, Katampe, Abuja",2026-06-01 11:08:51
4 bedroom flat / apartment for rent,"₦35,000,000","Bellavue Estate, Life Camp, Abuja",2026-06-01 11:08:51
Plaza / complex / mall for rent,"₦6,500,000","By Bannex, Wuse 2, Abuja",2026-06-01 11:08:51
2 bedroom flat / apartment for rent,"₦13,000,000","Bellavue Estate, Life Camp, Abuja",2026-06-01 11:08:51
2 bedroom flat / apartment for rent,"₦3,000,000","Off Nizamiye Hospital, Idu Industrial, Abuja",2026-06-01 11:08:51
4 bedroom terraced duplex for rent,"₦13,000,000","Living Faith Church, Katampe, Abuja",2026-06-01 11:08:51
3 bedroom flat / apartment for rent,"₦5,300,000","Idu Industrial, Abuja",2026-06-01 11:08:51
3 bedroom flat / apartment for rent,"₦5,300,000","Idu Industrial, Abuja",2026-06-01 11:08:51
1 bedroom mini flat (room and parlour) for rent,"₦2,700,000","Idu Industrial, Abuja",2026-06-01 11:08:51
Conference / meeting / training room for rent,"₦200,000","Kumasi Crescent, Wuse 2, Abuja",2026-06-01 11:08:57
4 bedroom detached duplex for rent,"₦45,000,000","Maitama District, Abuja",2026-06-01 11:08:57
5 bedroom detached duplex for rent,"₦100,000,000","Maitama District, Abuja",2026-06-01 11:08:57
4 bedroom semi-detached duplex for rent,"₦17,000,000","Mabushi, Abuja",2026-06-01 11:08:57
Self contain (single rooms) for rent,"₦2,000,000","By Gig Logistics, Wuye, Abuja",2026-06-01 11:08:57
4 bedroom terraced duplex for rent,"₦1,800,000,000","Guzape District, Abuja",2026-06-01 11:08:57
3 bedroom detached bungalow for rent,"₦12,000,000","Lifecamp Roundabout Junction, Life Camp, Abuja",2026-06-01 11:08:57
4 bedroom detached duplex for rent,"₦25,000,000","Mabushi, Abuja",2026-06-01 11:08:57
6 bedroom terraced duplex for rent,"₦25,000,000","Katampe (Main), Katampe, Abuja",2026-06-01 11:08:57
3 bedroom flat / apartment for rent,"₦40,000,000","Maitama District, Abuja",2026-06-01 11:08:57
4 bedroom terraced duplex for rent,"₦15,000,000","Katampe (Main), Katampe, Abuja",2026-06-01 11:08:57
4 bedroom terraced duplex for rent,"₦7,500,000","Galadimawa, Abuja",2026-06-01 11:08:57
4 bedroom terraced duplex for rent,"₦13,000,000","By Lake View Estate, Kado, Abuja",2026-06-01 11:08:57
4 bedroom terraced duplex for rent,"₦25,000,000","Wuye, Abuja",2026-06-01 11:08:57
3 bedroom flat / apartment for rent,"₦7,500,000","Wuse, Abuja",2026-06-01 11:08:57
Office space for rent,"₦15,000,000","Wuse 2, Abuja",2026-06-01 11:08:57
Self contain (single rooms) for rent,"₦1,000,000","Along Von Estate, Lugbe District, Abuja",2026-06-01 11:08:57
8 bedroom detached duplex for rent,"₦50,000,000","Wuse, Abuja",2026-06-01 11:08:57
1 bedroom mini flat (room and parlour) for rent,"₦1,700,000","Along Von Road, Lugbe District, Abuja",2026-06-01 11:08:57
3 bedroom flat / apartment for rent,"₦25,000,000","Maitama District, Abuja",2026-06-01 11:08:57
3 bedroom flat / apartment for rent,"₦25,000,000","Jabi, Abuja",2026-06-01 11:08:57
Conference / meeting / training room for rent,"₦200,000","Kumasi Crescent, Wuse 2, Abuja",2026-06-01 11:09:03
1 bedroom mini flat (room and parlour) for rent,"₦4,000,000","Naf Valley Estate, Asokoro District, Abuja",2026-06-01 11:09:03
4 bedroom terraced duplex for rent,"₦30,000,000","Guzape District, Abuja",2026-06-01 11:09:03
2 bedroom flat / apartment for rent,"₦4,500,000","Life Camp, Abuja",2026-06-01 11:09:03
4 bedroom semi-detached duplex for rent,"₦8,000,000","Life Camp, Abuja",2026-06-01 11:09:03
Office space for rent,"₦1,200,000,000","Wuse, Abuja",2026-06-01 11:09:03
3 bedroom flat / apartment for rent,"₦11,000,000","Katampe, Abuja",2026-06-01 11:09:03
2 bedroom flat / apartment for rent,"₦4,000,000","News Engineering, Dawaki, Gwarinpa, Abuja",2026-06-01 11:09:03
Office space for rent,"₦8,000,000","Wuse 2, Abuja",2026-06-01 11:09:03
1 bedroom flat / apartment for rent,"₦4,000,000","Wuse, Abuja",2026-06-01 11:09:03
4 bedroom detached duplex for rent,"₦45,000,000","Asokoro Residential, Asokoro District, Abuja",2026-06-01 11:09:03
4 bedroom terraced duplex for rent,"₦8,000,000","Jabi, Abuja",2026-06-01 11:09:03
3 bedroom flat / apartment for rent,"₦25,000,000","Maitama District, Abuja",2026-06-01 11:09:03
3 bedroom flat / apartment for rent,"₦7,000,000","Off Gudu Junction, Gudu, Abuja",2026-06-01 11:09:03
2 bedroom flat / apartment for rent,"₦15,000,000","No. 1 Niqs Crescent Opposite Maryam Apartment, Mabushi, Abuja",2026-06-01 11:09:03
2 bedroom flat / apartment for rent,"₦4,000,000","News Engineering, Dawaki, Gwarinpa, Abuja",2026-06-01 11:09:03
4 bedroom house for rent,"₦15,000,000","Katampe (Main), Katampe, Abuja",2026-06-01 11:09:03
4 bedroom terraced duplex for rent,"₦10,000,000","Apo Legislative Quaters, Apo, Abuja",2026-06-01 11:09:03
4 bedroom semi-detached duplex for rent,"₦40,000,000","Maitama District, Abuja",2026-06-01 11:09:03
5 bedroom semi-detached duplex for rent,"₦17,000,000","Apo Legislative Quaters., Apo, Abuja",2026-06-01 11:09:03
3 bedroom terraced duplex for rent,"₦6,500,000","Kabusa Garden, Dakwo, Abuja",2026-06-01 11:09:03
Conference / meeting / training room for rent,"₦200,000","Kumasi Crescent, Wuse 2, Abuja",2026-06-01 11:09:11
3 bedroom flat / apartment for rent,"₦5,000,000","Kaura, Abuja",2026-06-01 11:09:11
1 bedroom mini flat (room and parlour) for rent,"₦6,000,000","By American International School, Durumi, Abuja",2026-06-01 11:09:11
2 bedroom flat / apartment for rent,"₦4,500,000","Life Camp, Abuja",2026-06-01 11:09:11
Office space for rent,"₦5,500,000","By Ndic, Central Business District, Abuja",2026-06-01 11:09:11
Office space for rent,"₦11,000,000","By Ndic, Central Business District, Abuja",2026-06-01 11:09:11
3 bedroom detached bungalow for rent,"₦20,000,000","Kado, Abuja",2026-06-01 11:09:11
Self contain (single rooms) for rent,"₦2,000,000","Kaura, Abuja",2026-06-01 11:09:11
2 bedroom flat / apartment for rent,"₦5,500,000","Kaura, Abuja",2026-06-01 11:09:11
3 bedroom flat / apartment for rent,"₦10,000,000","By Coza, Guzape District, Abuja",2026-06-01 11:09:11
4 bedroom terraced duplex for rent,"₦15,000,000","Near American School, Durumi, Abuja",2026-06-01 11:09:11
2 bedroom flat / apartment for rent,"₦6,500,000","Guzape District, Abuja",2026-06-01 11:09:11
3 bedroom flat / apartment for rent,"₦9,000,000","Katampe, Abuja",2026-06-01 11:09:11
3 bedroom flat / apartment for rent,"₦165,000,000","Mabushi, Abuja",2026-06-01 11:09:11
2 bedroom flat / apartment for rent,"₦4,000,000","Apo Extension By Arab, Apo, Abuja",2026-06-01 11:09:11
Shop for rent,"₦7,500,000","Ademola Adetokunbo, Wuse 2, Abuja",2026-06-01 11:09:11
5 bedroom detached duplex for rent,"₦60,000,000","Guzape District, Abuja",2026-06-01 11:09:11
3 bedroom flat / apartment for rent,"₦3,500,000","Lugbe District, Abuja",2026-06-01 11:09:11
3 bedroom flat / apartment for rent,"₦11,000,000","Main Katamoe, Katampe, Abuja",2026-06-01 11:09:11
5 bedroom detached duplex for rent,"₦30,000,000","Guzape District, Abuja",2026-06-01 11:09:11
5 bedroom semi-detached duplex for rent,"₦25,000,000","Guzape District, Abuja",2026-06-01 11:09:11
1 bedroom flat / apartment for rent,"₦6,000,000","Maitama District, Abuja",2026-06-01 11:09:18
2 bedroom flat / apartment for rent,"₦15,000,000","Asokoro District, Abuja",2026-06-01 11:09:18
4 bedroom semi-detached duplex for rent,"₦35,000,000","Asokoro District, Abuja",2026-06-01 11:09:18
5 bedroom detached duplex for rent,"₦50,000,000","Maitama District, Abuja",2026-06-01 11:09:18
4 bedroom terraced duplex for rent,"₦45,000,000","Maitama District, Abuja",2026-06-01 11:09:18
3 bedroom detached bungalow for rent,"₦3,000,000","Mouko By Tipper Garrage, Dutse, Abuja",2026-06-01 11:09:18
1 bedroom flat / apartment for rent,"₦3,500,000","By Shafa, Wuye, Abuja",2026-06-01 11:09:18
3 bedroom semi-detached duplex for rent,"₦10,000,000","Apo, Abuja",2026-06-01 11:09:18
4 bedroom terraced duplex for rent,"₦12,000,000","Katampe, Abuja",2026-06-01 11:09:18
Self contain (single rooms) for rent,"₦1,500,000","Guzape District, Abuja",2026-06-01 11:09:18
Self contain (single rooms) for rent,"₦850,000","Guzape District, Abuja",2026-06-01 11:09:18
Self contain (single rooms) for rent,"₦650,000","In Apo Dutse Community, Apo, Abuja",2026-06-01 11:09:18
3 bedroom flat / apartment for rent,"₦10,000,000","Jahi, Abuja",2026-06-01 11:09:18
1 bedroom flat / apartment for rent,"₦3,500,000","Wuye, Abuja",2026-06-01 11:09:18
2 bedroom flat / apartment for rent,"₦2,500,000","Area 1, Garki, Abuja",2026-06-01 11:09:18
2 bedroom flat / apartment for rent,"₦3,800,000","News Engineering, Dawaki, Gwarinpa, Abuja",2026-06-01 11:09:18
5 bedroom detached duplex for rent,"₦80,000,000","Guzape District, Abuja",2026-06-01 11:09:18
6 bedroom detached duplex for rent,"₦50,000,000","Asokoro District, Abuja",2026-06-01 11:09:18
6 bedroom detached duplex for rent,"₦60,000,000","Katampe Extension, Katampe, Abuja",2026-06-01 11:09:18
4 bedroom terraced duplex for rent,"₦13,000,000","Guzape District, Abuja",2026-06-01 11:09:18
3 bedroom flat / apartment for rent,"₦8,000,000","By Judges Quarters, Katampe, Abuja",2026-06-01 11:09:18
1 bedroom flat / apartment for rent,"₦6,000,000","Maitama District, Abuja",2026-06-01 11:09:26
4 bedroom terraced duplex for rent,"₦13,000,000","Guzape District, Abuja",2026-06-01 11:09:26
2 bedroom flat / apartment for rent,"₦4,500,000","News Engineering Extension, Dawaki, Gwarinpa, Abuja",2026-06-01 11:09:26
6 bedroom terraced duplex for rent,"₦23,000,000","Katampe Extension, Katampe, Abuja",2026-06-01 11:09:26
Self contain (single rooms) for rent,"₦750,000","Asokoro Extension,  Kpaduna 3, Asokoro District, Abuja",2026-06-01 11:09:26
1 bedroom mini flat (room and parlour) for rent,"₦1,300,000","Asokoro Extension,  Kpaduma 3, Asokoro District, Abuja",2026-06-01 11:09:26
4 bedroom terraced duplex for rent,"₦15,000,000","Asokoro District, Abuja",2026-06-01 11:09:26
Self contain (single rooms) for rent,"₦750,000","Asokoro Extension,  Kpaduma 3, Asokoro District, Abuja",2026-06-01 11:09:26
4 bedroom detached duplex for rent,"₦15,000,000","69 Road, Gwarinpa, By Abiodun Falade Hospital Just After Charley Boy, Gwarinpa, Abuja",2026-06-01 11:09:26
2 bedroom flat / apartment for rent,"₦4,500,000","By Gishiri, Katampe (Main), Katampe, Abuja",2026-06-01 11:09:26
1 bedroom flat / apartment for rent,"₦5,500,000","Kado, Abuja",2026-06-01 11:09:26
Self contain (single rooms) for rent,"₦2,000,000","Kado, Abuja",2026-06-01 11:09:26
1 bedroom mini flat (room and parlour) for rent,"₦3,000,000","Mabushi, Abuja",2026-06-01 11:09:26
6 bedroom detached duplex for rent,"₦60,000,000","Katampe Extension, Katampe, Abuja",2026-06-01 11:09:26
2 bedroom flat / apartment for rent,"₦7,500,000","Mabushi, Abuja",2026-06-01 11:09:26
Self contain (single rooms) for rent,"₦2,000,000","Sunnyvale Estate, Galadimawa, Abuja",2026-06-01 11:09:26
5 bedroom terraced duplex for rent,"₦10,000,000","Jahi, Abuja",2026-06-01 11:09:26
3 bedroom flat / apartment for rent,"₦17,000,000","Wuse 2, Abuja",2026-06-01 11:09:26
3 bedroom flat / apartment for rent,"₦25,000,000","Maitama District, Abuja",2026-06-01 11:09:26
2 bedroom flat / apartment for rent,"₦17,000,000","Utako, Abuja",2026-06-01 11:09:26
1 bedroom mini flat (room and parlour) for rent,"₦4,000,000","Lokogoma District, Abuja",2026-06-01 11:09:26
1 bedroom flat / apartment for rent,"₦9,000,000","Maitama District, Abuja",2026-06-01 11:09:35
Self contain (single rooms) for rent,"₦1,800,000","Galadimawa, Abuja",2026-06-01 11:09:35
3 bedroom detached bungalow for rent,"₦5,000,000","Sungold, Galadimawa, Abuja",2026-06-01 11:09:35
3 bedroom terraced duplex for rent,"₦15,000,000","Guzape, Guzape District, Abuja",2026-06-01 11:09:35
4 bedroom terraced duplex for rent,"₦25,000,000","Guzape District, Abuja",2026-06-01 11:09:35
5 bedroom terraced duplex for rent,"₦30,000,000","Guzape, Guzape District, Abuja",2026-06-01 11:09:35
3 bedroom semi-detached duplex for rent,"₦10,000,000","Apo, Abuja",2026-06-01 11:09:35
1 bedroom flat / apartment for rent,"₦2,000,000","Gwarinpa Extension, Gwarinpa, Abuja",2026-06-01 11:09:35
3 bedroom flat / apartment for rent,"₦9,000,000","Katampe (Main), Katampe, Abuja",2026-06-01 11:09:35
6 bedroom detached duplex for rent,"₦50,000,000","Before Sunrise Hill Estate, Asokoro District, Abuja",2026-06-01 11:09:35
4 bedroom semi-detached duplex for rent,"₦60,000,000","Palm Springs, Maitama 2, Maitama District, Abuja",2026-06-01 11:09:35
3 bedroom flat / apartment for rent,"₦4,500,000","Dawaki, Gwarinpa, Abuja",2026-06-01 11:09:35
3 bedroom flat / apartment for rent,"₦7,000,000","Diplomatic Zone, Katampe Extension, Katampe, Abuja",2026-06-01 11:09:35
4 bedroom semi-detached duplex for rent,"₦6,000,000","Off Linda Chalker Street, Asokoro District, Abuja",2026-06-01 11:09:35
4 bedroom detached duplex for rent,"₦30,000,000","Zone 1, Wuse, Abuja",2026-06-01 11:09:35
2 bedroom flat / apartment for rent,"₦6,000,000","Guzape District, Abuja",2026-06-01 11:09:35
3 bedroom house for rent,"₦15,000,000","Guzape District, Abuja",2026-06-01 11:09:35
5 bedroom semi-detached duplex for rent,"₦55,000,000","Guzape District, Abuja",2026-06-01 11:09:35
2 bedroom flat / apartment for rent,"₦5,000,000","Whitescape Apartments, Katampe (Main), Katampe, Abuja",2026-06-01 11:09:35
3 bedroom flat / apartment for rent,"₦7,500,000","Area 2, Garki, Abuja",2026-06-01 11:09:35
